generation,max_fitness,avg_fitness,std_dev
0,120.09999999999721,35.45400000000003,26.29990273746245
1,119.79999999999723,30.06600000000003,26.914595371284882
2,119.19999999999726,33.89807692307694,26.061218538018817
3,82.89999999999927,35.67843137254914,24.495732431248644
4,82.89999999999927,44.91224489795925,24.8570331085675
5,119.19999999999726,35.0819999999999,31.246988270871473
6,119.19999999999726,40.211538461538375,30.446350380288084
7,205.89999999999245,39.90204081632636,36.888212208192456
8,220.99999999999164,47.52499999999957,45.49378602960589
9,261.79999999999245,47.02115384615338,50.40377098429962
10,119.19999999999726,36.9745098039215,30.745743165500237
11,119.19999999999726,41.1519230769231,28.555556446934588
12,82.89999999999927,36.17307692307696,27.65953108357599
13,82.89999999999927,33.276470588235384,25.372878744410222
14,82.89999999999927,38.892452830188795,26.039504451829092
15,82.89999999999927,29.98113207547182,23.97465687561164
16,82.89999999999927,29.90943396226433,20.823809523615804
17,82.89999999999927,34.159615384615556,22.586936827216903
18,82.89999999999927,36.569230769230906,24.13740743886592
19,119.19999999999726,38.407843137254915,29.07905278777497
20,82.89999999999927,36.1000000000001,24.941670414728005
21,82.89999999999927,36.87083333333339,25.1327223483426
22,82.89999999999927,32.24081632653072,23.844504080475495
23,120.09999999999721,35.396078431372615,25.56142897586036
24,100.99999999999824,32.58431372549032,23.22693984004232
25,82.89999999999927,35.67200000000025,20.303862095670482
26,82.89999999999927,35.71000000000022,22.059494554499732
27,119.19999999999726,32.46400000000006,25.37888697323011
28,119.19999999999726,41.608163265306125,28.011760188736545
29,82.89999999999927,40.92244897959181,28.266741582941094
30,82.89999999999927,41.51836734693873,30.46201832774279
31,82.89999999999927,35.34897959183671,28.159908702665017
32,82.89999999999927,28.893999999999934,28.337800973258112
33,82.89999999999927,47.33799999999987,31.217103581209816
34,82.89999999999927,55.34799999999967,32.44151809024938
35,82.89999999999927,33.905999999999864,31.51912695491395
36,82.89999999999927,38.75686274509791,32.201718714951085
37,82.89999999999927,42.883999999999816,33.09953087280816
38,82.89999999999927,39.26862745098024,32.7017268249213
39,120.09999999999721,38.5939999999998,33.020262930509396
40,82.89999999999927,38.975999999999765,35.10151312977803
41,82.89999999999927,48.93999999999963,35.899225618388684
42,82.89999999999927,41.40999999999986,32.9291375532367
43,82.89999999999927,43.93199999999976,34.61409793711197
44,82.89999999999927,48.41799999999969,34.893172340731304
45,82.89999999999927,44.939999999999706,35.35926469823682
46,82.89999999999927,36.4499999999998,33.82522283740315
47,82.89999999999927,45.44399999999969,35.71535333718506
48,82.89999999999927,35.43999999999982,33.1707943830108
49,82.89999999999927,44.14705882352922,33.23630399298585
