generation,max_fitness,avg_fitness,std_dev,val_avg_rally,val_win_rate
0,93.6500000000066,71.28480000000039,14.207616830420635,1.0,0.0
1,97.77000000000837,64.58791666666787,25.45082402000355,1.8,0.0
2,93.33000000000484,67.2915384615399,23.61441588391555,0.4,0.0
3,108.63000000000714,71.9682142857147,16.431246667966747,1.2,0.0
4,111.36000000000634,70.69923076923156,16.611722830118428,0.8,0.0
5,106.56000000001028,71.07925925926054,18.59545600531632,2.4,0.0
6,97.39000000000402,73.51346153846256,16.611293493840936,2.8,0.0
7,94.88000000000461,65.50296296296371,18.455060972498135,3.4,0.0
8,99.92000000000405,71.63074074074204,16.83595692510738,2.4,0.0
9,105.87000000000896,73.4589285714297,15.773199806726655,0.6,0.0
10,88.71000000000679,66.73592592592676,15.663856058126859,1.2,0.0
11,98.88000000000804,64.5548148148152,21.210086383310465,1.8,0.0
12,99.57000000000616,65.92000000000091,18.05779835643176,1.4,0.0
13,100.61000000000965,68.28678571428614,15.307848157454801,2.4,0.0
14,102.62000000000447,72.97678571428722,18.020877409802885,1.6,0.0
15,95.35000000000682,64.17222222222365,20.22017981608796,1.8,0.0
16,105.51000000000981,70.30428571428665,18.735701002726373,1.8,0.0
17,88.57000000000401,67.51370370370417,17.015202285954064,0.8,0.0
18,94.33000000000578,64.50571428571497,17.222175504289968,0.8,0.0
19,97.10000000000446,69.07500000000111,22.249323668456633,1.4,0.0
20,95.35000000000547,69.65888888889025,19.549266626681952,1.2,0.0
21,105.18000000000953,68.83230769230838,18.63366808928412,1.4,0.0
22,91.96000000000271,65.69384615384753,21.14634400116121,1.4,0.0
23,107.25000000001005,73.5470000000009,21.98868491316909,1.8,0.0
24,117.54000000000894,75.31650000000135,19.086283935689597,1.4,0.0
25,94.16000000000419,77.2931250000018,10.641453358605405,1.6,0.0
26,99.92000000000837,77.89571428571641,16.32561777099081,1.8,0.0
27,107.25000000000777,75.62214285714529,20.457921985824907,1.8,0.0
28,100.93000000000404,72.38769230769302,18.15346300932325,3.6,0.0
29,95.48000000000505,78.4442857142868,11.16135897039425,0.8,0.0
30,97.8300000000052,75.8307142857162,17.806118423081287,1.8,0.0
31,95.63000000000596,77.47750000000234,17.903503009189528,2.4,0.0
32,92.97000000000268,70.87714285714391,19.73742771354214,2.6,0.0
33,94.10000000000667,76.53066666666832,12.405801906867252,1.6,0.0
34,95.71000000000323,79.44714285714454,13.380880405997226,2.2,0.0
35,128.5500000000174,75.48375000000271,29.032823464718735,3.4,0.0
36,95.7600000000073,73.26687500000138,16.34147431894427,1.6,0.0
37,106.56000000001073,75.76437500000148,12.389575709041486,0.8,0.0
38,101.9900000000075,75.350666666669,19.5965917104667,1.8,0.0
39,90.26000000000504,74.80125000000119,11.040495686337875,1.0,0.0
40,84.40000000000106,69.50937500000009,12.177615239310224,0.8,0.0
41,92.69000000000709,77.40428571428681,9.026339844535894,0.8,0.0
42,90.78000000000344,78.66642857143061,10.681203913089115,2.4,0.0
43,91.64000000000489,76.32000000000156,8.715643662087254,1.0,0.0
44,95.42000000000567,83.67125000000192,8.340440956998618,1.8,0.0
45,105.87000000000708,90.1662500000054,10.45871056993981,1.8,0.0
46,107.25000000000809,87.74750000000323,15.663756847306795,1.8,0.0
47,95.76000000000458,89.06666666667104,7.188834861553209,1.4,0.0
48,102.87000000000533,89.8100000000042,8.075842990054285,1.8,0.0
49,106.56000000000958,93.04333333333774,9.13002227087896,1.2,0.0
