generation,max_fitness,avg_fitness,std_dev
0,82.89999999999927,31.252000000000095,23.55640244179907
1,82.89999999999927,36.7340000000001,25.112041812644286
2,82.89999999999927,34.68076923076934,24.830471652491916
3,82.89999999999927,35.609433962264255,25.904805878526215
4,82.89999999999927,38.323999999999984,29.20208595289024
5,82.89999999999927,38.3857142857143,27.728773827184884
6,82.89999999999927,38.659574468085076,29.205818857516373
7,190.7999999999933,40.8076923076921,38.29659477809445
8,82.89999999999927,38.77400000000006,27.11811062740162
9,82.89999999999927,37.537499999999966,29.957008257667997
10,220.99999999999164,42.7288461538459,39.70241872373422
11,220.99999999999164,44.224999999999696,40.63846167496511
12,82.89999999999927,39.637254901960794,27.988106443065195
13,190.7999999999933,40.79803921568613,35.42896505379073
14,82.89999999999927,38.95714285714278,30.461149562238234
15,82.89999999999927,37.965306122448894,31.048458182629926
16,190.7999999999933,39.21538461538445,35.555532862829
17,190.7999999999933,45.191836734693794,34.55934757471013
18,220.99999999999164,45.916666666666515,37.786634174296985
19,220.99999999999164,43.40208333333308,40.36768762256489
20,190.7999999999933,38.36530612244879,37.48715998420981
21,82.89999999999927,41.85599999999987,31.859994726929614
22,82.89999999999927,47.34999999999974,33.17176660957291
23,120.09999999999721,44.63799999999976,34.778590483226495
24,82.89999999999927,34.31799999999997,28.382816562138235
25,82.89999999999927,39.76666666666655,32.403096358137695
26,82.89999999999927,43.351999999999855,31.995688709574317
27,82.89999999999927,48.1714285714283,33.39478145715892
28,82.89999999999927,43.72156862745069,35.36636994419388
29,82.89999999999927,53.859183673469,35.03967965541345
30,82.89999999999927,37.389999999999944,31.003220800426337
31,82.89999999999927,36.41199999999983,32.70821694926187
32,82.89999999999927,50.90399999999965,34.60202861105076
33,82.89999999999927,43.38599999999976,33.8881336753734
34,82.89999999999927,38.939999999999834,33.65356444717234
35,82.89999999999927,29.439999999999944,29.471789901531096
36,82.89999999999927,43.83799999999986,31.639101693947975
37,82.89999999999927,52.3299999999998,30.923054506306134
38,82.89999999999927,42.379999999999846,32.675519888748234
39,82.89999999999927,42.37799999999981,33.06253039318043
40,82.89999999999927,47.429999999999744,34.58921941877236
41,82.89999999999927,47.89799999999978,33.47094554983441
42,82.89999999999927,51.901999999999695,33.69219785054067
43,82.89999999999927,42.883999999999816,33.09953087280816
44,82.89999999999927,38.9179999999998,33.669563050327504
45,82.89999999999927,43.89599999999983,33.150245609949586
46,82.89999999999927,47.93599999999975,34.55068022485201
47,82.89999999999927,43.92799999999969,35.341630069932755
48,82.89999999999927,49.44599999999963,35.84078241333433
49,82.89999999999927,41.371999999999865,32.5361032700596
