generation,max_fitness,avg_fitness,std_dev
0,82.89999999999927,34.732000000000106,24.330289270783364
1,82.89999999999927,30.80000000000009,24.78085551388407
2,82.89999999999927,34.65098039215701,23.017856432020423
3,82.89999999999927,35.274000000000015,27.389419928139972
4,82.89999999999927,36.32244897959186,26.66750881982699
5,82.89999999999927,35.639622641509405,28.515883290853694
6,82.89999999999927,33.782692307692386,26.726540548199512
7,82.89999999999927,39.12745098039226,26.058848020761786
8,82.89999999999927,34.75882352941178,27.41075484128172
9,82.89999999999927,39.0230769230769,28.477613443819493
10,82.89999999999927,41.92692307692307,28.970230843883805
11,82.89999999999927,37.41428571428572,28.788645720995113
12,82.89999999999927,35.25490196078434,27.591916361858445
13,82.89999999999927,38.97291666666664,27.224236594617448
14,82.89999999999927,41.3319999999999,31.01418668931983
15,82.89999999999927,36.65769230769232,28.246976326637586
16,82.89999999999927,36.11538461538465,26.35311530712306
17,120.09999999999721,41.890196078431266,32.08482174231364
18,82.89999999999927,37.256862745098054,29.070787540017545
19,82.89999999999927,28.76530612244897,26.29771892816273
20,82.89999999999927,41.08235294117643,28.27595601533748
21,82.89999999999927,40.23400000000008,26.49582314252556
22,82.89999999999927,36.29999999999996,28.660746675548896
23,82.89999999999927,38.6843137254902,28.62474161232122
24,82.89999999999927,47.31399999999991,30.776835509843835
25,82.89999999999927,47.3739999999998,32.763649430427925
26,82.89999999999927,42.92199999999978,34.196568775243804
27,82.89999999999927,49.57450980392132,33.7470280064703
28,82.89999999999927,45.096078431372334,32.570526558647344
29,82.89999999999927,38.29411764705862,33.2531373236946
30,82.89999999999927,48.959999999999624,36.23125722356285
31,120.09999999999721,40.671999999999734,35.51793372368347
32,82.89999999999927,44.939999999999706,35.35926469823682
33,82.89999999999927,38.95599999999977,34.752946119717365
34,82.89999999999927,42.939999999999756,34.91474187216595
35,82.89999999999927,55.89999999999966,33.05199540118535
36,120.09999999999721,53.16599999999963,35.351065669933796
37,120.09999999999721,41.65999999999978,34.581775547244156
38,82.89999999999927,41.01199999999966,37.12974354880429
39,82.89999999999927,44.453999999999745,35.32222082485724
40,82.89999999999927,41.98399999999967,36.56927322220083
41,82.89999999999927,40.45199999999975,35.00155562257166
42,82.89999999999927,43.44199999999969,35.66244012963744
43,82.89999999999927,37.96599999999979,34.54525501425601
44,82.89999999999927,42.95599999999968,35.97382470630521
45,82.89999999999927,38.9179999999998,33.669563050327504
46,82.89999999999927,43.949999999999726,35.32326853506025
47,82.89999999999927,42.43399999999974,34.88047941184263
48,82.89999999999927,46.41799999999973,34.64400490705394
49,82.89999999999927,41.951999999999806,34.45424931702883
