generation,max_fitness,avg_fitness,std_dev
0,120.09999999999721,37.49600000000002,27.86149285303975
1,82.89999999999927,33.71372549019614,25.104878204248045
2,82.89999999999927,33.25961538461548,25.12801271348356
3,82.89999999999927,37.124000000000166,21.009793525877313
4,82.89999999999927,39.278000000000034,27.693250368997692
5,2000.6999999993443,73.93877551019082,279.1461930025856
6,2000.6999999993443,77.47142857141536,278.58144084562053
7,2000.6999999993443,74.6480769230644,270.9340449759358
8,2000.6999999993443,78.16346153844901,270.45638993597476
9,2000.0999999993437,75.96862745096774,273.19018979463254
10,2000.6999999993443,70.01346153844916,270.9408195590942
11,2000.6999999993443,75.88367346937456,278.6267866950432
12,2000.6999999993443,76.52799999998702,275.8172757750129
13,2000.6999999993443,74.94230769229516,270.9291003948816
14,2000.0999999993437,71.3396226414971,268.7989606754222
15,2000.6999999993443,73.98461538460278,271.1660748469107
16,2000.6999999993443,75.31372549018319,273.78094937912306
17,2000.0999999993437,77.13599999998692,276.0626448905203
18,2000.0999999993437,68.99056603772348,269.1028745308452
19,2000.0999999993437,75.49811320753479,268.1972855169427
20,2000.0999999993437,80.66274509802642,272.7902267818793
21,2000.6999999993443,70.1679999999869,276.9941042259733
22,2000.6999999993443,72.44693877549685,279.5215585142777
23,2000.6999999993443,74.94897959182346,279.04226080512205
24,2000.0999999993437,78.6215686274382,272.8733652380046
25,2000.0999999993437,89.18399999998721,279.4619833607966
26,2000.0999999993437,88.73799999998721,279.6613765895286
27,2000.0999999993437,83.73877551019105,283.24089539284296
28,2000.0999999993437,120.76862745095508,384.2337679426828
29,2000.6999999993443,159.4679999999612,469.34528886082944
30,2000.8999999993441,237.65599999993498,590.8704724927189
31,2000.6999999993443,283.43199999992186,636.9690414578481
32,2000.0999999993437,267.3759999999213,640.2840746291657
33,2000.8999999993441,242.81399999993414,587.3245079202547
34,2000.8999999993441,214.05599999994917,534.4820629953947
35,2000.6999999993443,270.4259999999217,640.7629224008889
36,2000.8999999993441,235.61199999993482,590.1167588331723
37,2000.6999999993443,470.9619999998563,814.1099721509117
38,2000.6999999993443,277.2279999999219,638.6634663230149
39,2000.6999999993443,311.63199999990877,683.5447658900548
40,2000.6999999993443,399.9339999998828,753.1978591602752
41,2000.6999999993443,261.59799999993635,589.219431957036
42,2000.6999999993443,345.13199999990974,676.0340273800543
43,2000.6999999993443,324.60799999990877,679.2788475550318
44,2000.6999999993443,229.95599999993456,590.4931722414474
45,2000.6999999993443,393.5759999998825,754.7804885022005
46,2001.099999999344,447.2719999998701,781.1798781430512
47,2000.6999999993443,317.7259999999089,681.1837196554912
48,2000.8999999993441,327.90199999991046,684.768275108956
49,2000.8999999993441,365.46199999991154,672.0753284831246
