generation,max_fitness,avg_fitness,std_dev,val_avg_rally,val_win_rate
0,90.91000000000477,67.48450000000051,20.9320128725067,1.0,0.0
1,92.38000000000883,69.25437500000149,20.483835568158824,0.8,0.0
2,105.87000000001018,73.13809523809648,14.821951497375647,1.2,0.0
3,101.300000000008,70.88142857143067,22.485130483437974,0.6,0.0
4,94.02000000000439,73.43227272727388,15.399788474682886,1.2,0.0
5,89.75000000000176,69.58318181818267,14.534816127841799,1.6,0.0
6,93.29000000000248,72.45181818181906,12.16002217900794,1.0,0.0
7,92.6900000000047,72.4813636363656,17.202210072700506,0.2,0.0
8,95.76000000000607,66.88380952380996,14.952797890761122,2.4,0.0
9,99.51000000000623,71.79363636363676,13.309641884724938,1.6,0.0
10,100.93000000000687,74.80681818181888,15.053980137008,1.8,0.0
11,125.88000000000972,70.77454545454637,21.560134889427715,2.2,0.0
12,103.08000000000868,72.51772727272854,16.47508217533605,1.2,0.0
13,110.34000000000616,73.82476190476359,17.79329638348567,1.8,0.0
14,96.86000000000476,69.98863636363748,18.53189510404242,1.4,0.0
15,90.13000000000295,70.58772727272748,14.573176576888057,1.2,0.0
16,92.33000000000332,71.0377272727283,12.97772191169813,1.0,0.0
17,106.56000000001083,66.85666666666762,17.67641969781766,2.4,0.0
18,100.98000000000538,74.3509090909106,15.174460344713848,2.0,0.0
19,105.87000000000796,68.21909090909175,17.4878809490066,0.6,0.0
20,110.01000000000712,78.08772727272857,11.541733769166273,1.8,0.0
21,107.94000000000881,72.39550000000095,18.06624956711064,1.8,0.0
22,103.37000000000754,77.5688888888905,14.114746101734305,0.6,0.0
23,92.29000000000637,74.02777777777844,13.605854084163248,1.0,0.0
24,92.00000000000654,72.31222222222328,16.65507573421626,1.4,0.0
25,99.24000000000643,74.90388888889082,15.752895957437365,1.2,0.0
26,87.21000000000535,69.8855555555562,12.70382351995607,1.6,0.0
27,93.61000000000736,74.31750000000045,13.010245449902463,2.4,0.0
28,102.68000000000569,78.88500000000263,14.003241053416092,1.8,0.0
29,96.04000000000536,79.65437500000155,8.217286631447081,1.8,0.0
30,95.81000000001025,74.2350000000014,11.056768665997385,1.0,0.0
31,107.94000000000977,87.49357142857527,11.203755281942641,1.2,0.0
32,102.68000000000801,81.23714285714534,16.173232124802276,0.6,0.0
33,101.99000000000639,83.03500000000231,9.060783418329947,1.2,0.0
34,89.52000000000236,80.42357142857372,6.296263369459828,1.2,0.0
35,96.73000000000596,71.09142857142925,23.885957206032543,2.4,0.0
36,106.5100000000108,83.34285714285966,12.902977848648115,1.6,0.0
37,105.87000000000953,79.71714285714542,15.622011802176148,1.8,0.0
38,93.2200000000053,81.11083333333531,8.517809639845119,1.0,0.0
39,101.30000000000815,79.99333333333544,12.9694580620895,0.6,0.0
40,94.66000000000585,75.61000000000182,15.815342378383933,0.6,0.0
41,101.99000000000584,92.05000000000469,7.837736553733822,1.2,0.0
42,110.00000000000908,93.2812500000061,12.888913771701201,16.0,0.0
43,111.18000000000605,90.10375000000403,11.141433528566644,1.8,0.0
44,99.24000000000848,81.09750000000327,8.953104409726365,1.6,0.0
45,105.01000000001075,81.70500000000318,21.204628504177595,1.4,0.0
46,97.50000000000512,84.68333333333622,8.262362051295325,2.2,0.0
47,102.67000000000695,86.65500000000372,8.334952309403288,2.0,0.0
48,99.24000000000677,80.78500000000155,12.2330734369727,2.2,0.0
49,106.56000000000903,90.93875000000557,10.771350144186194,1.8,0.0
