generation,max_fitness,avg_fitness,std_dev
0,120.09999999999721,38.726000000000056,28.284255761818834
1,82.89999999999927,33.736000000000026,25.405257408654425
2,82.89999999999927,37.89183673469389,28.45838233627879
3,82.89999999999927,39.965384615384636,27.405290650188167
4,82.89999999999927,32.861538461538395,29.698705966669024
5,82.89999999999927,40.62549019607839,29.033799391616576
6,82.89999999999927,41.297999999999995,28.931964952280524
7,82.89999999999927,35.27450980392159,28.023749333743414
8,82.89999999999927,39.73999999999997,27.83395049215949
9,82.89999999999927,41.765957446808585,25.981026437028714
10,82.89999999999927,47.22800000000004,26.516131241189534
11,82.89999999999927,42.11372549019605,29.22184262021665
12,82.89999999999927,37.51320754716984,27.846256059012415
13,82.89999999999927,36.24400000000002,26.405197670155587
14,82.89999999999927,34.82708333333336,26.326450099213535
15,82.89999999999927,36.42499999999998,28.307850059656396
16,82.89999999999927,37.43750000000003,26.78310743267088
17,82.89999999999927,37.293999999999976,28.922291817903858
18,82.89999999999927,42.791999999999945,29.543796912380532
19,82.89999999999927,40.301999999999914,30.05997664669724
20,82.89999999999927,33.81346153846148,29.312960042944788
21,82.89999999999927,45.311999999999806,31.703719907922135
22,82.89999999999927,44.067346938775295,32.72113083567445
23,82.89999999999927,45.13529411764684,33.28813498524402
24,82.89999999999927,38.88599999999993,31.35644756664867
25,82.89999999999927,45.597959183673304,31.949472160667277
26,82.89999999999927,37.00816326530592,33.553434914857355
27,401.9000000000225,44.528571428571674,61.32848990045081
28,352.10000000001213,48.293877551020486,54.67332076371502
29,382.0000000000185,48.20400000000038,70.44823904115914
30,382.0000000000185,63.132000000000154,77.6645464546096
31,418.100000000026,68.08200000000153,98.69122086589579
32,424.00000000002706,57.17000000000099,87.16996787885543
33,424.00000000002706,85.35600000000257,122.24063671300837
34,445.6000000000315,92.74400000000337,128.08456294183947
35,445.6000000000315,60.9640000000016,94.32611676519444
36,445.6000000000315,77.39600000000202,109.05123925935644
37,445.6000000000315,69.7220000000021,106.96521544876869
38,2000.6999999993443,112.5639999999892,291.09106462403133
39,2000.099999999344,156.6759999999762,393.0147765974003
40,2000.6999999993443,227.87199999994965,533.7875053013273
41,2000.6999999993443,316.11599999990875,681.7145479918194
42,2000.6999999993443,347.9799999999104,675.709613961276
43,2000.6999999993443,365.3679999998962,717.3995861273247
44,2000.6999999993443,409.9979999998992,707.3262971187103
45,2000.6999999993443,249.09199999993598,590.6480677491213
46,2000.6999999993443,229.38399999995042,535.2217807076007
47,2000.8999999993441,331.23399999991096,683.9297901420111
48,2000.6999999993443,262.1779999999365,589.0406431781873
49,2000.6999999993443,340.79999999990986,676.7765134811457
