generation,max_fitness,avg_fitness,std_dev,val_avg_rally,val_win_rate
0,100.25000000000747,76.92052631579224,22.634860153137797,1.2,0.0
1,90.21999999999969,70.28055555555565,14.518046972941487,1.2,0.0
2,92.16000000000527,68.52100000000064,19.976254825220604,0.6,0.0
3,88.48000000001258,62.42950000000045,19.236802304302145,1.2,0.0
4,89.57000000000518,69.14300000000169,19.565771966156042,1.2,0.0
5,97.81000000000674,72.07052631579089,18.92537992388029,1.0,0.0
6,98.91000000000831,75.92315789473764,13.092699005611063,1.4,0.0
7,90.09000000000512,72.61210526315861,15.23843626380817,0.6,0.0
8,93.61000000000817,71.34850000000115,17.030318251192366,1.2,0.0
9,95.35000000000656,67.59000000000079,14.374577705469662,0.6,0.0
10,87.75000000000271,73.10250000000056,9.946057602996953,0.8,0.0
11,88.57000000000241,73.6200000000001,9.55016505782077,1.0,0.0
12,96.07000000000785,76.04650000000107,11.381409715202798,0.8,0.0
13,93.65000000000738,75.3170000000021,14.135959036966163,1.4,0.0
14,89.52000000000564,71.70800000000148,18.116230175991337,1.8,0.0
15,97.17000000000367,75.89473684210623,13.198713055288223,1.4,0.0
16,101.99000000000672,71.4500000000006,16.553569181044796,1.8,0.0
17,97.77000000000686,66.02850000000126,17.34694490772416,3.2,0.0
18,90.2200000000011,67.32600000000056,20.056536249208932,1.8,0.0
19,89.57000000000448,74.78000000000125,13.42065611385496,1.4,0.0
20,91.00000000000489,77.86277777777903,9.959639614055988,1.0,0.0
21,96.12000000000691,78.24611111111284,11.305940208005147,1.4,0.0
22,91.00000000000358,76.95888888888989,10.64913853952636,0.8,0.0
23,94.66000000000527,75.87437500000057,11.438895616130194,2.4,0.0
24,93.28000000000502,79.44375000000169,11.501203342840348,2.4,0.0
25,93.97000000000361,78.42416666666844,6.918659169013912,0.6,0.0
26,96.12000000000943,84.84800000000317,5.66964784326947,1.2,0.0
27,94.74000000000606,84.75700000000332,7.321901771779623,1.0,0.0
28,89.16000000000238,81.69700000000178,5.375894860911262,0.4,0.0
29,92.6900000000065,82.13400000000222,7.751084798632059,1.2,0.0
30,96.76000000000568,81.07500000000138,11.93377769191562,1.2,0.0
31,90.2600000000016,79.82600000000302,6.45581426140806,1.8,0.0
32,94.07000000000308,79.49600000000088,10.418039056263073,1.4,0.0
33,94.43000000000399,83.58900000000165,5.422874289116843,1.4,0.0
34,101.99000000000846,85.03800000000314,9.921265376287211,1.8,0.0
35,106.56000000000954,86.06500000000315,10.225696661952924,1.8,0.0
36,111.13000000001156,92.20250000000539,9.241972192127102,3.0,0.0
37,95.12000000000782,82.87625000000189,6.350126967236852,1.4,0.0
38,91.31000000000697,79.63250000000292,9.231337544320137,1.0,0.0
39,91.6400000000036,87.28750000000345,2.8361228564979637,0.8,0.0
40,93.38000000000461,85.77500000000401,5.137456291088823,1.0,0.0
41,88.48000000000495,82.88250000000227,4.010577977585797,0.8,0.0
42,102.00000000000566,85.99625000000428,9.872744498295352,3.0,0.0
43,96.68000000000086,83.80250000000069,7.468642542563039,2.0,0.0
44,113.4300000000106,89.50125000000432,14.938643500765618,1.2,0.0
45,100.93000000000335,88.08000000000328,7.847521901849758,3.0,0.0
46,101.98000000000833,88.46500000000474,10.187409596446763,1.4,0.0
47,101.30000000000913,84.03125000000331,18.737903860130537,1.2,0.0
48,92.33000000000482,83.87000000000272,6.325553617782842,1.6,0.0
49,99.24000000000702,89.20625000000415,5.549692237286846,1.2,0.0
