Generation,Best_Fitness,Avg_Fitness,Best_ELO,Species_Count,Timestamp
0,1354.0126929840078,1237.6579528877667,1354.0126929840078,11,2025-11-19 21:05:26
1,1438.3056069907411,1253.9612517656299,1438.3056069907411,11,2025-11-19 21:05:27
2,1487.7556721619967,1258.3357239597265,1487.7556721619967,11,2025-11-19 21:05:28
3,1521.4786409244994,1272.1860274940236,1521.4786409244994,11,2025-11-19 21:05:29
4,1560.1786261030848,1277.4689325386187,1560.1786261030848,11,2025-11-19 21:05:30
5,1586.4854621768234,1280.2115532279965,1586.4854621768234,11,2025-11-19 21:05:31
6,1614.7774445122168,1276.4989873194254,1614.7774445122168,11,2025-11-19 21:05:31
7,1641.506507673025,1272.7338683677483,1641.506507673025,11,2025-11-19 21:05:33
8,1661.6822769640848,1270.7968909100794,1661.6822769640848,11,2025-11-19 21:05:34
9,1680.4400334930003,1275.6036235929203,1680.4400334930003,11,2025-11-19 21:05:34
10,1703.7138665611878,1298.022214197408,1703.7138665611878,11,2025-11-19 21:05:35
11,1717.1609877008439,1300.326882940234,1717.1609877008439,11,2025-11-19 21:05:36
12,1731.5564649816647,1307.5430718414625,1731.5564649816647,11,2025-11-19 21:05:37
13,1745.3348702062412,1304.9787974369674,1745.3348702062412,11,2025-11-19 21:05:38
14,1740.2355500876765,1293.2462620200126,1740.2355500876765,11,2025-11-19 21:05:39
15,1735.0185948525148,1289.6197274992683,1735.0185948525148,11,2025-11-19 21:05:39
16,1749.8152229671116,1296.3739535676787,1749.8152229671116,11,2025-11-19 21:05:40
17,1761.7232957127053,1288.4036994566895,1761.7232957127053,11,2025-11-19 21:05:41
18,1767.7819539672419,1285.1879301985148,1767.7819539672419,11,2025-11-19 21:05:42
19,1785.1000399095387,1279.2594318154615,1785.1000399095387,11,2025-11-19 21:05:43
20,1794.915110067913,1287.8032229821915,1794.915110067913,10,2025-11-19 21:05:44
21,1805.9861063142644,1311.6419350390777,1805.9861063142644,8,2025-11-19 21:05:44
22,1818.6855706990884,1313.0982035789852,1818.6855706990884,8,2025-11-19 21:05:45
23,1827.5568827870857,1307.4356724625995,1827.5568827870857,8,2025-11-19 21:05:46
24,1836.1789702836872,1322.142207464021,1836.1789702836872,8,2025-11-19 21:05:47
25,1841.253082560499,1325.0145751780358,1841.253082560499,7,2025-11-19 21:05:48
26,1847.1788155780262,1342.2928293357143,1847.1788155780262,6,2025-11-19 21:05:48
27,1836.2471393802791,1341.9079134292213,1836.2471393802791,6,2025-11-19 21:05:49
28,1829.276306573606,1352.9233540857888,1829.276306573606,6,2025-11-19 21:05:50
29,1841.5723213643755,1371.342707017736,1841.5723213643755,6,2025-11-19 21:05:51
30,1851.165238896758,1395.0703768795565,1851.165238896758,5,2025-11-19 21:05:52
31,1857.2193751568536,1403.8232212713542,1857.2193751568536,5,2025-11-19 21:05:52
32,1866.3267440439504,1388.6331578143638,1866.3267440439504,5,2025-11-19 21:05:53
33,1859.8905323495705,1388.5246402082778,1859.8905323495705,5,2025-11-19 21:05:55
34,1850.834907167684,1394.9326105567795,1850.834907167684,5,2025-11-19 21:05:55
35,1841.4805386207424,1436.5877101127592,1841.4805386207424,4,2025-11-19 21:05:56
36,1847.7120535044808,1476.4470281189588,1847.7120535044808,3,2025-11-19 21:05:57
37,1853.3139933763975,1497.1208575375201,1853.3139933763975,3,2025-11-19 21:05:58
38,1829.7217577494055,1482.9599466228874,1829.7217577494055,3,2025-11-19 21:05:59
