Generation,Best_Fitness,Avg_Fitness,Best_ELO,Species_Count,Timestamp
0,1734.0773777379145,1326.0449334085151,1734.0773777379145,4,2025-11-20 21:23:06
1,1750.2681789395235,1342.4427030456395,1750.2681789395235,4,2025-11-20 21:23:07
2,1750.553279398425,1344.31507576114,1750.0503634298536,4,2025-11-20 21:23:08
3,1763.7301945590436,1359.395622996288,1763.538023130472,4,2025-11-20 21:23:09
4,1764.9342828109202,1345.7547670773681,1764.4553297265768,4,2025-11-20 21:23:10
5,1757.6894534210226,1341.522172783135,1757.4713810952373,4,2025-11-20 21:23:11
6,1770.0769436852363,1341.868632667792,1769.2109436852363,4,2025-11-20 21:23:12
7,1784.546459207761,1363.2903705135975,1784.3418084141101,4,2025-11-20 21:23:13
8,1794.1101060021797,1368.6499522383967,1794.1101060021797,5,2025-11-20 21:23:13
9,1802.951119237019,1345.0889088582383,1802.687519237019,5,2025-11-20 21:23:14
10,1794.5002656852616,1330.8602654106114,1794.0662744391827,5,2025-11-20 21:23:16
11,1793.1992680739338,1345.323580238212,1792.6639947406004,5,2025-11-20 21:23:17
12,1786.1577142834265,1365.0767861421461,1785.6936075207745,5,2025-11-20 21:23:18
13,1757.2807250140322,1358.9411677654407,1756.9642688763533,5,2025-11-20 21:23:19
14,1749.1451347894347,1381.0315974470288,1748.8203643074999,5,2025-11-20 21:23:20
15,1726.533496844403,1379.1742942264223,1726.3990814381511,5,2025-11-20 21:23:22
16,1718.7287199223758,1396.3080742314223,1718.5015278613946,5,2025-11-20 21:23:24
17,1729.4935547691573,1392.867148526353,1729.007707782994,5,2025-11-20 21:23:25
18,1710.0481715055128,1403.2454074818975,1709.6590568205186,5,2025-11-20 21:23:26
19,1691.1069829724963,1418.2403109997392,1690.932950751341,5,2025-11-20 21:23:28
20,1702.052311370257,1418.1245763113154,1701.9683064072465,5,2025-11-20 21:23:29
21,1686.0908287146876,1416.9527272963494,1685.8726602960846,5,2025-11-20 21:23:30
22,1689.548832903913,1440.5770927764752,1689.548832903913,5,2025-11-20 21:23:32
23,1710.7631227045795,1453.1868179537973,1709.6760560379128,5,2025-11-20 21:23:33
24,1713.6662715213224,1461.5988130345058,1713.038291511435,5,2025-11-20 21:23:34
25,1698.5487579165363,1463.6793106706489,1698.4349621236454,5,2025-11-20 21:23:35
26,1690.635332778177,1481.0737429866674,1690.540282608787,4,2025-11-20 21:23:37
27,1679.3632408472654,1482.752854172039,1679.2423862749174,4,2025-11-20 21:23:39
28,1651.1019120876633,1565.852650318798,1650.9952664071495,3,2025-11-20 21:23:40
29,1640.2700054828342,1563.3912825883608,1640.1716728896774,2,2025-11-20 21:23:43
30,1645.4189376226177,1573.6698205938126,1645.3489696620452,2,2025-11-20 21:23:44
31,1638.1812979052684,1574.4065536130945,1637.706449481395,2,2025-11-20 21:23:46
32,1611.4722887910123,1557.4539452336983,1611.3316811196664,2,2025-11-20 21:23:48
33,1627.648383816731,1567.7103737106702,1627.4681731900857,2,2025-11-20 21:23:49
34,1650.1302887750455,1568.4318870834634,1650.1302887750455,2,2025-11-20 21:23:51
35,1653.1467667250167,1575.9616837896733,1652.8905795154312,2,2025-11-20 21:23:52
36,1610.5118988016884,1562.7735356450692,1610.3592101581337,2,2025-11-20 21:23:54
37,1599.6941095423565,1564.505393938718,1599.543012120454,2,2025-11-20 21:23:56
38,1582.1077355977177,1567.2218520751076,1581.680727167882,2,2025-11-20 21:23:57
39,1610.7314483174744,1565.9917818225742,1610.6696915961813,2,2025-11-20 21:23:59
40,1585.0971500125504,1553.321521342355,1584.9790150562012,2,2025-11-20 21:24:01
41,1584.2752531718172,1556.7253911590328,1584.0876851429803,2,2025-11-20 21:24:02
42,1580.6271296613768,1557.3235727980707,1580.5837092840525,2,2025-11-20 21:24:04
43,1584.0841376714386,1570.7686568457548,1584.0093993006726,2,2025-11-20 21:24:05
44,1601.7475499487905,1585.9143344902814,1601.6826383467737,2,2025-11-20 21:24:06
45,1619.6793943847963,1580.898483311162,1619.1217376754132,2,2025-11-20 21:24:08
46,1631.2980951222064,1585.010837733274,1631.2139046510897,2,2025-11-20 21:24:09
47,1609.9696039292126,1582.3141497135598,1609.9696039292126,2,2025-11-20 21:24:11
48,1602.8927282998793,1571.2512141457773,1602.430199944887,2,2025-11-20 21:24:13
49,1590.7066979253304,1573.9378369024366,1590.5764429287551,2,2025-11-20 21:24:14
