Generation,Best_Fitness,Avg_Fitness,Best_ELO,Species_Count,Timestamp
0,1899.8030782709336,1370.7013078714692,1899.4426804571835,3,2025-11-19 22:31:56
1,1908.0059803955412,1386.0061924942581,1907.7983979601988,3,2025-11-19 22:31:57
2,1912.601826454566,1400.4211275424957,1912.546826454566,3,2025-11-19 22:31:58
3,1903.1234682907268,1402.4051940879763,1903.077228259477,3,2025-11-19 22:31:59
4,1906.5385588105814,1434.2678424361482,1906.4425588105814,3,2025-11-19 22:32:00
5,1867.22785574408,1446.4431082409271,1867.0451893859292,3,2025-11-19 22:32:02
6,1846.359953131853,1459.4154064650636,1846.015336985432,3,2025-11-19 22:32:03
7,1838.4347323593354,1487.9269574288292,1838.1879792093732,3,2025-11-19 22:32:04
8,1843.9578115634486,1480.4606201497315,1843.8285782301152,3,2025-11-19 22:32:05
9,1780.4854157118211,1465.2473236863807,1780.1189623384575,3,2025-11-19 22:32:07
10,1759.7078606394064,1483.431584969965,1758.7678106394064,3,2025-11-19 22:32:08
11,1743.8468565201738,1471.7035197678435,1743.5981091413942,3,2025-11-19 22:32:10
12,1724.7506007591035,1453.2646440198705,1724.5821901266572,3,2025-11-19 22:32:12
13,1734.1221803810968,1488.8730334487364,1734.1221803810968,3,2025-11-19 22:32:13
14,1715.8828400205903,1495.0106015031536,1715.7287154155808,3,2025-11-19 22:32:15
15,1699.339812381171,1506.4585082228577,1699.192238571647,3,2025-11-19 22:32:16
16,1699.220308156739,1493.7623840497702,1699.0900060043173,3,2025-11-19 22:32:17
17,1695.3238957013486,1480.2594278894994,1694.9775733358588,3,2025-11-19 22:32:19
18,1661.0647667693356,1465.1493801609213,1661.0429146635909,3,2025-11-19 22:32:21
19,1667.7249819549313,1469.0349956585644,1667.6302268780344,3,2025-11-19 22:32:23
20,1648.3984970225888,1481.6754449307819,1648.3984970225888,3,2025-11-19 22:32:24
21,1647.0535658298747,1615.9819443592035,1646.8999278204285,2,2025-11-19 22:32:26
22,1589.2140255900147,1560.8078910975373,1589.0704373751248,2,2025-11-19 22:32:28
23,1589.313751931545,1561.0282960273391,1589.2499644573377,2,2025-11-19 22:32:30
24,1604.0464317331437,1568.128239947902,1603.8268979075353,2,2025-11-19 22:32:32
25,1600.8226040732582,1578.3053840663642,1600.4843390732583,2,2025-11-19 22:32:33
26,1618.5589113484791,1595.552263606933,1617.5385576999197,2,2025-11-19 22:32:34
27,1633.0354746598698,1600.2492193792182,1632.9559135579304,2,2025-11-19 22:32:36
28,1606.8594576138426,1591.0021462519865,1606.6213101286312,2,2025-11-19 22:32:37
29,1603.2726997790373,1577.775929029708,1602.1349640017763,2,2025-11-19 22:32:39
30,1586.4868226839635,1566.338745652348,1586.263881258057,2,2025-11-19 22:32:41
31,1585.6191689089042,1548.004324253304,1585.4883838218543,2,2025-11-19 22:32:43
32,1594.553459227583,1565.1433377152994,1594.2288394286663,2,2025-11-19 22:32:44
33,1591.1082189660226,1564.424074038423,1590.7122083182117,2,2025-11-19 22:32:45
34,1603.495848416311,1575.7863941422218,1603.398034401134,2,2025-11-19 22:32:47
35,1586.6477005226634,1530.704513376847,1586.5186976321552,2,2025-11-19 22:32:49
36,1563.7655201157022,1524.3102573847727,1563.6870039473613,2,2025-11-19 22:32:51
37,1589.3523193708354,1549.113331366992,1589.3523193708354,2,2025-11-19 22:32:52
38,1578.7816902614838,1560.257785750617,1578.2854045549093,2,2025-11-19 22:32:53
39,1578.0842289422842,1546.3204692225545,1577.9613359583273,2,2025-11-19 22:32:55
40,1596.736172748357,1566.0383154095975,1596.3006774744658,2,2025-11-19 22:32:57
41,1591.5661019774377,1569.1779123090942,1591.5661019774377,2,2025-11-19 22:32:58
42,1608.5245114012448,1576.6208046952147,1608.4114178853574,2,2025-11-19 22:33:00
43,1613.772401749082,1561.7124767010014,1613.6744615809475,2,2025-11-19 22:33:01
44,1604.792859891533,1559.739455639774,1604.72681175155,2,2025-11-19 22:33:03
45,1585.9763088423892,1559.7603786142768,1585.8516805478482,2,2025-11-19 22:33:05
46,1602.1045957431286,1576.2702978537636,1602.039929076462,2,2025-11-19 22:33:06
47,1623.5417506385393,1586.0309340626773,1622.5791416010566,2,2025-11-19 22:33:08
48,1609.5309882264019,1566.5925154534311,1609.144064103625,2,2025-11-19 22:33:10
49,1588.2835026441521,1560.847370045623,1588.122512406699,2,2025-11-19 22:33:12
