Generation,Best_Fitness,Avg_Fitness,Best_ELO,Species_Count,Timestamp
0,1880.673271650198,1371.5553686975647,1880.673271650198,3,2025-11-21 22:00:49
1,1890.590981881503,1392.6111793465413,1887.043356881503,3,2025-11-21 22:00:50
2,1894.3596870331808,1402.1302062066254,1892.3776703665142,3,2025-11-21 22:00:51
3,1866.4221339327314,1380.662972123414,1865.4589358814535,3,2025-11-21 22:00:52
4,1825.202312002401,1382.4842593400735,1824.1899310420167,3,2025-11-21 22:00:53
5,1787.5152369336702,1402.6375921858837,1786.6934723155973,3,2025-11-21 22:00:54
6,1742.7753621343788,1381.054913945826,1742.4371380665423,3,2025-11-21 22:00:55
7,1713.2848370642103,1378.8306943233636,1712.9328558719026,3,2025-11-21 22:00:56
8,1721.5174299352918,1386.992099455927,1721.0427683583496,3,2025-11-21 22:00:57
9,1706.4130677605478,1376.4835944553452,1706.2017225018294,3,2025-11-21 22:00:58
10,1704.5232001469415,1401.7033442036388,1704.2520474834505,3,2025-11-21 22:00:59
11,1699.4126231294106,1412.2769632828586,1699.167794322116,3,2025-11-21 22:01:00
12,1707.7533262587049,1415.0197681594948,1707.4926368588644,3,2025-11-21 22:01:01
13,1680.755029621996,1402.5908537387322,1680.5682288334253,3,2025-11-21 22:01:02
14,1676.7560310815388,1408.767994070631,1676.552526367449,3,2025-11-21 22:01:04
15,1670.2479602274325,1419.8210926840554,1670.136382334451,3,2025-11-21 22:01:05
16,1687.6594603642914,1444.9628132313999,1686.9787593516464,3,2025-11-21 22:01:05
17,1685.8173243273718,1447.999929537108,1685.114533090858,3,2025-11-21 22:01:06
18,1689.9111527742937,1431.5692977132048,1689.6869965531157,3,2025-11-21 22:01:07
19,1701.7871774311577,1442.268327985924,1700.2311774311577,3,2025-11-21 22:01:08
20,1661.0928890527828,1424.991170901406,1660.899376224581,3,2025-11-21 22:01:10
21,1678.2286705198235,1416.1044025274612,1678.0898312890959,3,2025-11-21 22:01:11
22,1692.1655577423567,1513.8076632668726,1691.9797547251223,2,2025-11-21 22:01:12
23,1689.6801015827832,1489.666706413899,1689.5091064662097,2,2025-11-21 22:01:13
24,1679.484683655841,1491.2068557500652,1679.3211181439497,2,2025-11-21 22:01:14
25,1691.9232102975143,1497.7834939232646,1691.5767257410914,2,2025-11-21 22:01:15
26,1674.7155293790186,1506.8389691767488,1674.3751777455095,2,2025-11-21 22:01:16
27,1691.7166425468918,1513.1983464839811,1691.7166425468918,2,2025-11-21 22:01:18
28,1688.794379820033,1500.9298488776221,1688.5611363925045,2,2025-11-21 22:01:19
29,1685.112610930799,1504.7937825947995,1684.8165919760502,2,2025-11-21 22:01:20
30,1699.7003324425677,1483.3664415502262,1699.179291001298,2,2025-11-21 22:01:21
31,1686.6922343505264,1481.385764423804,1686.6450007339886,2,2025-11-21 22:01:23
32,1658.3008154547579,1467.051320716728,1658.1957656180955,2,2025-11-21 22:01:24
33,1646.4426351435382,1479.5068449926653,1646.1283399212857,2,2025-11-21 22:01:26
34,1636.3086959845032,1463.2461866317567,1636.2374116480253,2,2025-11-21 22:01:27
35,1622.415592592347,1450.7090351847676,1622.2907811756497,2,2025-11-21 22:01:28
36,1627.0856225310542,1455.2638438757135,1626.8397515356846,2,2025-11-21 22:01:29
37,1622.7981160776528,1442.3289987275145,1622.734396297261,2,2025-11-21 22:01:31
38,1648.5933790536035,1454.7884396426525,1647.7306293634447,2,2025-11-21 22:01:32
39,1659.9646818934532,1465.7739602656825,1659.8098813716879,2,2025-11-21 22:01:33
40,1630.1724811573658,1468.2563144130893,1630.1724811573658,2,2025-11-21 22:01:34
41,1610.649981980473,1466.674990378943,1610.3402068381627,2,2025-11-21 22:01:36
42,1577.686830574622,1435.3335484191562,1577.5477891783623,2,2025-11-21 22:01:37
43,1604.0201945016333,1453.8067182930367,1603.1897278349668,2,2025-11-21 22:01:39
44,1578.1045634227266,1438.1424779146719,1577.9354450746769,2,2025-11-21 22:01:41
45,1585.0079173972367,1455.932285545813,1584.9129735415358,2,2025-11-21 22:01:43
46,1548.254720645969,1455.3296574666174,1548.0755949517595,2,2025-11-21 22:01:45
47,1536.1536011545218,1467.7444704792415,1536.062891687024,2,2025-11-21 22:01:48
48,1506.9991513344426,1470.5519146058482,1506.9093113473905,2,2025-11-21 22:01:50
49,1519.775991129113,1486.1573270455206,1519.589716287548,2,2025-11-21 22:01:52
