Generation,Best_Fitness,Avg_Fitness,Best_ELO,Species_Count,Timestamp
0,1319.7392850347674,1261.2826360025404,1305.7851183681007,4,2025-11-21 20:37:30
1,1331.0251622609526,1261.76877994456,1325.5357622609527,4,2025-11-21 20:37:31
2,1331.2739647954425,1270.3815958562475,1331.0807147954424,4,2025-11-21 20:37:31
3,1326.7383930289534,1285.9383171480804,1326.5457263622868,4,2025-11-21 20:37:33
4,1311.7850350846707,1276.9136514642378,1311.7850350846707,4,2025-11-21 20:37:34
5,1330.9298944902673,1267.6491880570088,1330.9298944902673,4,2025-11-21 20:37:35
6,1310.112867197645,1269.289433616723,1310.112867197645,4,2025-11-21 20:37:36
7,1312.9170233135535,1274.5827924594848,1312.9170233135535,4,2025-11-21 20:37:37
8,1310.772060120251,1271.6274222690065,1310.772060120251,4,2025-11-21 20:37:38
9,1313.4051081622508,1280.6499603392815,1313.4051081622508,4,2025-11-21 20:37:38
10,1318.0854440266176,1290.8307440022527,1318.0854440266176,4,2025-11-21 20:37:39
11,1324.95719798548,1279.4618156094843,1324.95719798548,4,2025-11-21 20:37:40
12,1319.1995527734612,1286.7634152914543,1319.1995527734612,4,2025-11-21 20:37:40
13,1286.7349500443286,1268.1291457085254,1286.7349500443286,4,2025-11-21 20:37:41
14,1311.9790539231597,1281.7367497717469,1311.9790539231597,4,2025-11-21 20:37:41
15,1314.5708464797992,1288.4059086127609,1314.5708464797992,4,2025-11-21 20:37:42
16,1333.8024146592122,1292.6144192445067,1333.8024146592122,4,2025-11-21 20:37:43
17,1318.0089343281409,1286.3694108188326,1318.0089343281409,4,2025-11-21 20:37:44
18,1322.6611513126843,1270.1507894607428,1322.6611513126843,4,2025-11-21 20:37:44
19,1313.169047168794,1278.8366158302417,1313.169047168794,4,2025-11-21 20:37:45
20,1306.307902465123,1267.548460739466,1306.307902465123,4,2025-11-21 20:37:46
21,1323.9828795067303,1273.0736967553596,1323.9828795067303,4,2025-11-21 20:37:46
22,1344.6791254571779,1293.114182917974,1344.6791254571779,4,2025-11-21 20:37:47
23,1335.5583346180972,1271.5101745346742,1335.5583346180972,4,2025-11-21 20:37:48
24,1294.96957299438,1264.5227623120813,1294.96957299438,4,2025-11-21 20:37:48
25,1303.5182595084823,1280.394919920081,1303.5182595084823,4,2025-11-21 20:37:49
26,1310.3353495288195,1269.2382404217603,1310.3353495288195,4,2025-11-21 20:37:49
27,1338.840409555842,1263.5747318361662,1338.840409555842,4,2025-11-21 20:37:50
28,1301.1579036289877,1270.25369689615,1301.1579036289877,4,2025-11-21 20:37:50
29,1299.0650512814211,1270.237925304989,1299.0650512814211,4,2025-11-21 20:37:51
30,1303.2190488884116,1251.1594518769584,1303.2190488884116,4,2025-11-21 20:37:52
31,1291.3913089558962,1266.4388155428999,1291.3913089558962,3,2025-11-21 20:37:52
32,1299.175140252792,1280.1028104769928,1299.175140252792,3,2025-11-21 20:37:53
33,1327.3820124399706,1285.7829646905027,1327.3820124399706,3,2025-11-21 20:37:54
34,1304.716844708826,1281.746892974524,1304.716844708826,3,2025-11-21 20:37:54
35,1302.2984006130912,1276.2882587257925,1302.2984006130912,3,2025-11-21 20:37:55
36,1319.9396279326634,1292.9412025122904,1319.9396279326634,3,2025-11-21 20:37:56
37,1352.7891599948498,1311.6112848345574,1351.9951599948497,2,2025-11-21 20:37:56
38,1370.4660687199503,1304.059048012265,1368.3925687199503,2,2025-11-21 20:37:57
39,1327.354999642746,1294.7842119796671,1325.7414663094125,2,2025-11-21 20:37:58
40,1398.149140537507,1350.7893566345383,1398.149140537507,2,2025-11-21 20:37:58
41,1393.7308213232482,1317.5437682933375,1392.077629149637,2,2025-11-21 20:37:59
42,1376.1836015937722,1332.5297871972193,1374.9789777842484,2,2025-11-21 20:38:00
43,1381.8628698457765,1354.2367765424642,1381.8628698457765,2,2025-11-21 20:38:01
44,1385.2915361774265,1368.0167627693854,1384.8297361774264,2,2025-11-21 20:38:02
45,1390.5394786630045,1361.545146787141,1390.4207534010998,2,2025-11-21 20:38:03
46,1471.8102271196763,1380.947188885434,1471.8102271196763,2,2025-11-21 20:38:03
47,1468.115773736511,1368.0491226606734,1467.7970435539714,2,2025-11-21 20:38:04
48,1435.5408941636936,1347.4311934482494,1435.0317344636937,2,2025-11-21 20:38:05
49,1479.0708507267482,1370.7600646650587,1479.0708507267482,2,2025-11-21 20:38:06
