ball_x,ball_y,ball_vel_x,ball_vel_y,paddle_left_y,paddle_right_y,human_action
166,509,8,8,493,250,STAY
174,517,8,8,500,250,STAY
182,525,8,8,500,250,STAY
190,533,8,8,500,250,STAY
198,541,8,8,500,250,STAY
206,549,8,8,500,250,STAY
214,557,8,8,500,250,STAY
222,565,8,8,500,250,STAY
230,573,8,8,500,250,STAY
238,581,8,8,500,250,STAY
246,589,8,-8,500,250,STAY
254,581,8,-8,500,250,STAY
262,573,8,-8,500,250,STAY
270,565,8,-8,500,250,STAY
278,557,8,-8,500,250,STAY
286,549,8,-8,500,250,STAY
294,541,8,-8,500,250,STAY
302,533,8,-8,500,250,STAY
310,525,8,-8,500,250,STAY
318,517,8,-8,500,250,STAY
326,509,8,-8,500,250,STAY
334,501,8,-8,500,250,STAY
342,493,8,-8,500,250,STAY
350,485,8,-8,500,250,STAY
358,477,8,-8,500,250,STAY
366,469,8,-8,500,250,STAY
374,461,8,-8,500,250,STAY
382,453,8,-8,500,250,STAY
390,445,8,-8,500,250,STAY
398,437,8,-8,500,250,STAY
406,429,8,-8,500,250,STAY
414,421,8,-8,500,250,STAY
422,413,8,-8,500,250,STAY
430,405,8,-8,500,250,STAY
438,397,8,-8,500,250,STAY
446,389,8,-8,500,250,STAY
454,381,8,-8,500,250,STAY
462,373,8,-8,500,250,STAY
470,365,8,-8,500,250,STAY
478,357,8,-8,500,250,STAY
486,349,8,-8,500,250,STAY
494,341,8,-8,500,250,STAY
502,333,8,-8,500,250,STAY
510,325,8,-8,500,250,STAY
518,317,8,-8,500,250,STAY
526,309,8,-8,493,250,STAY
534,301,8,-8,486,250,STAY
542,293,8,-8,479,250,STAY
550,285,8,-8,472,250,STAY
558,277,8,-8,465,250,STAY
566,269,8,-8,458,250,STAY
574,261,8,-8,451,250,STAY
582,253,8,-8,444,250,STAY
590,245,8,-8,437,250,STAY
598,237,8,-8,430,250,STAY
606,229,8,-8,423,250,STAY
614,221,8,-8,416,250,STAY
622,213,8,-8,409,250,STAY
630,205,8,-8,402,250,STAY
638,197,8,-8,395,250,STAY
646,189,8,-8,388,250,STAY
654,181,8,-8,381,250,STAY
662,173,8,-8,374,250,STAY
670,165,8,-8,367,250,STAY
678,157,8,-8,360,250,STAY
686,149,8,-8,353,250,STAY
694,141,8,-8,346,250,STAY
702,133,8,-8,339,250,STAY
710,125,8,-8,332,250,STAY
718,117,8,-8,325,250,STAY
726,109,8,-8,318,250,STAY
734,101,8,-8,311,250,STAY
742,93,8,-8,304,250,STAY
750,85,8,-8,297,250,STAY
758,77,8,-8,290,250,STAY
766,69,8,-8,283,250,STAY
774,61,8,-8,276,250,STAY
782,53,8,-8,269,250,STAY
393,293,-8,-8,262,250,STAY
385,285,-8,-8,269,250,STAY
377,277,-8,-8,276,250,STAY
369,269,-8,-8,283,250,STAY
361,261,-8,-8,290,250,STAY
353,253,-8,-8,297,250,STAY
345,245,-8,-8,304,250,STAY
337,237,-8,-8,311,250,STAY
329,229,-8,-8,318,250,STAY
321,221,-8,-8,325,250,STAY
313,213,-8,-8,332,250,STAY
305,205,-8,-8,339,250,STAY
297,197,-8,-8,346,250,STAY
289,189,-8,-8,339,250,STAY
281,181,-8,-8,332,250,STAY
273,173,-8,-8,325,250,STAY
265,165,-8,-8,318,250,STAY
257,157,-8,-8,311,250,STAY
249,149,-8,-8,304,250,STAY
241,141,-8,-8,297,250,STAY
233,133,-8,-8,290,250,STAY
225,125,-8,-8,283,250,STAY
217,117,-8,-8,276,250,STAY
209,109,-8,-8,269,250,STAY
201,101,-8,-8,262,250,STAY
193,93,-8,-8,255,250,STAY
185,85,-8,-8,248,250,STAY
177,77,-8,-8,241,250,STAY
169,69,-8,-8,234,250,STAY
161,61,-8,-8,227,250,STAY
153,53,-8,-8,220,250,STAY
145,45,-8,-8,213,250,STAY
137,37,-8,-8,206,250,STAY
129,29,-8,-8,199,250,STAY
121,21,-8,-8,192,250,STAY
113,13,-8,-8,185,250,STAY
105,5,-8,-8,178,250,STAY
97,-3,-8,8,171,250,STAY
89,5,-8,8,164,250,STAY
81,13,-8,8,157,250,STAY
73,21,-8,8,150,250,STAY
65,29,-8,8,143,250,STAY
57,37,-8,8,136,250,STAY
49,45,-8,8,129,250,STAY
41,53,-8,8,122,250,STAY
33,61,-8,8,115,250,STAY
25,69,-8,8,108,250,STAY
17,77,-8,8,101,250,STAY
30,85,8,8,94,250,STAY
38,93,8,8,87,250,STAY
46,101,8,8,80,250,STAY
54,109,8,8,87,250,STAY
62,117,8,8,94,250,STAY
70,125,8,8,101,250,STAY
78,133,8,8,108,250,STAY
86,141,8,8,115,250,STAY
94,149,8,8,122,250,STAY
102,157,8,8,129,250,STAY
110,165,8,8,136,250,STAY
118,173,8,8,143,250,STAY
126,181,8,8,150,250,STAY
134,189,8,8,157,250,STAY
142,197,8,8,164,250,STAY
150,205,8,8,171,250,STAY
158,213,8,8,178,250,STAY
166,221,8,8,185,250,STAY
174,229,8,8,192,250,STAY
182,237,8,8,199,250,STAY
190,245,8,8,206,250,STAY
198,253,8,8,213,250,STAY
206,261,8,8,220,250,STAY
214,269,8,8,227,250,STAY
222,277,8,8,234,250,STAY
230,285,8,8,241,250,STAY
238,293,8,8,248,250,STAY
246,301,8,8,255,250,STAY
254,309,8,8,262,250,STAY
262,317,8,8,269,250,STAY
270,325,8,8,276,250,STAY
278,333,8,8,283,250,STAY
