ball_x,ball_y,ball_vel_x,ball_vel_y,paddle_left_y,paddle_right_y,human_action
38,509,8,-8,500,138,UP
46,501,8,-8,500,131,UP
54,493,8,-8,500,124,UP
62,485,8,-8,500,117,UP
70,477,8,-8,500,110,UP
78,469,8,-8,500,103,UP
86,461,8,-8,500,96,UP
94,453,8,-8,500,89,UP
102,445,8,-8,500,82,UP
110,437,8,-8,500,75,UP
118,429,8,-8,500,68,UP
126,421,8,-8,500,61,UP
134,413,8,-8,500,54,STAY
142,405,8,-8,500,54,STAY
150,397,8,-8,500,54,STAY
158,389,8,-8,500,54,STAY
166,381,8,-8,500,54,STAY
174,373,8,-8,500,54,STAY
182,365,8,-8,500,54,STAY
190,357,8,-8,500,54,STAY
198,349,8,-8,500,54,STAY
206,341,8,-8,500,54,STAY
214,333,8,-8,500,54,STAY
222,325,8,-8,500,54,STAY
230,317,8,-8,500,54,DOWN
238,309,8,-8,493,61,DOWN
246,301,8,-8,486,68,DOWN
254,293,8,-8,479,75,DOWN
262,285,8,-8,472,82,DOWN
270,277,8,-8,465,89,DOWN
278,269,8,-8,458,96,DOWN
286,261,8,-8,451,103,STAY
294,253,8,-8,444,103,STAY
302,245,8,-8,437,103,STAY
310,237,8,-8,430,103,STAY
318,229,8,-8,423,103,STAY
326,221,8,-8,416,103,STAY
334,213,8,-8,409,103,STAY
342,205,8,-8,402,103,STAY
350,197,8,-8,395,103,STAY
358,189,8,-8,388,103,STAY
366,181,8,-8,381,103,STAY
374,173,8,-8,374,103,STAY
382,165,8,-8,367,103,STAY
390,157,8,-8,360,103,STAY
398,149,8,-8,353,103,UP
406,141,8,-8,346,96,UP
414,133,8,-8,339,89,UP
422,125,8,-8,332,82,UP
430,117,8,-8,325,75,UP
438,109,8,-8,318,68,UP
446,101,8,-8,311,61,UP
454,93,8,-8,304,54,UP
462,85,8,-8,297,47,UP
470,77,8,-8,290,40,UP
478,69,8,-8,283,33,UP
486,61,8,-8,276,26,UP
494,53,8,-8,269,19,UP
502,45,8,-8,262,12,STAY
510,37,8,-8,255,12,STAY
518,29,8,-8,248,12,STAY
526,21,8,-8,241,12,STAY
534,13,8,-8,234,12,STAY
542,5,8,-8,227,12,STAY
550,-3,8,8,220,12,STAY
558,5,8,8,213,12,STAY
566,13,8,8,206,12,STAY
574,21,8,8,199,12,STAY
582,29,8,8,192,12,STAY
590,37,8,8,185,12,STAY
598,45,8,8,178,12,STAY
606,53,8,8,171,12,STAY
614,61,8,8,164,12,STAY
622,69,8,8,157,12,STAY
630,77,8,8,150,12,STAY
638,85,8,8,143,12,STAY
646,93,8,8,136,12,STAY
654,101,8,8,129,12,DOWN
662,109,8,8,122,19,DOWN
670,117,8,8,115,26,DOWN
678,125,8,8,122,33,DOWN
686,133,8,8,129,40,DOWN
694,141,8,8,136,47,DOWN
702,149,8,8,143,54,DOWN
710,157,8,8,150,61,DOWN
718,165,8,8,157,68,DOWN
726,173,8,8,164,75,DOWN
734,181,8,8,171,82,DOWN
742,189,8,8,178,89,DOWN
750,197,8,8,185,96,DOWN
758,205,8,8,192,103,DOWN
766,213,8,8,199,110,DOWN
774,221,8,8,206,117,DOWN
782,229,8,8,213,124,DOWN
393,293,8,8,220,131,DOWN
401,301,8,8,227,138,DOWN
409,309,8,8,234,145,DOWN
417,317,8,8,241,152,DOWN
425,325,8,8,248,159,DOWN
433,333,8,8,255,166,DOWN
441,341,8,8,262,173,DOWN
449,349,8,8,269,180,DOWN
457,357,8,8,276,187,DOWN
465,365,8,8,283,194,DOWN
473,373,8,8,290,201,DOWN
481,381,8,8,297,208,DOWN
489,389,8,8,304,215,DOWN
497,397,8,8,311,222,DOWN
505,405,8,8,318,229,DOWN
513,413,8,8,325,236,DOWN
521,421,8,8,332,243,DOWN
529,429,8,8,339,250,STAY
537,437,8,8,346,250,STAY
545,445,8,8,353,250,STAY
553,453,8,8,360,250,STAY
561,461,8,8,367,250,STAY
569,469,8,8,374,250,STAY
577,477,8,8,381,250,STAY
585,485,8,8,388,250,STAY
593,493,8,8,395,250,STAY
601,501,8,8,402,250,STAY
609,509,8,8,409,250,UP
617,517,8,8,416,243,UP
625,525,8,8,423,236,UP
633,533,8,8,430,229,UP
641,541,8,8,437,222,UP
649,549,8,8,444,215,UP
657,557,8,8,451,208,UP
665,565,8,8,458,201,UP
673,573,8,8,465,194,UP
681,581,8,8,472,187,UP
689,589,8,-8,479,180,UP
697,581,8,-8,486,173,STAY
705,573,8,-8,493,173,STAY
713,565,8,-8,500,173,STAY
721,557,8,-8,500,173,STAY
729,549,8,-8,500,173,STAY
737,541,8,-8,500,173,STAY
745,533,8,-8,500,173,STAY
753,525,8,-8,500,173,STAY
761,517,8,-8,500,173,STAY
769,509,8,-8,500,173,STAY
777,501,8,-8,500,173,DOWN
785,493,8,-8,500,180,DOWN
393,293,-8,8,500,187,DOWN
385,301,-8,8,493,194,DOWN
377,309,-8,8,486,201,DOWN
369,317,-8,8,479,208,DOWN
361,325,-8,8,472,215,DOWN
353,333,-8,8,465,222,DOWN
345,341,-8,8,472,229,DOWN
337,349,-8,8,479,236,DOWN
329,357,-8,8,486,243,DOWN
321,365,-8,8,493,250,DOWN
313,373,-8,8,500,257,DOWN
305,381,-8,8,500,264,DOWN
297,389,-8,8,500,271,DOWN
289,397,-8,8,500,278,DOWN
281,405,-8,8,500,285,STAY
273,413,-8,8,500,285,STAY
265,421,-8,8,500,285,STAY
257,429,-8,8,500,285,STAY
249,437,-8,8,500,285,STAY
241,445,-8,8,500,285,STAY
233,453,-8,8,500,285,STAY
225,461,-8,8,500,285,STAY
217,469,-8,8,500,285,STAY
209,477,-8,8,500,285,STAY
201,485,-8,8,500,285,UP
193,493,-8,8,500,278,UP
185,501,-8,8,500,271,UP
177,509,-8,8,500,264,UP
169,517,-8,8,500,257,UP
161,525,-8,8,500,250,UP
153,533,-8,8,500,243,UP
145,541,-8,8,500,236,UP
137,549,-8,8,500,229,UP
129,557,-8,8,500,222,UP
121,565,-8,8,500,215,UP
113,573,-8,8,500,208,UP
105,581,-8,8,500,201,UP
97,589,-8,-8,500,194,UP
89,581,-8,-8,500,187,UP
81,573,-8,-8,500,180,STAY
73,565,-8,-8,500,180,STAY
65,557,-8,-8,500,180,STAY
57,549,-8,-8,500,180,STAY
49,541,-8,-8,500,180,STAY
41,533,-8,-8,500,180,STAY
33,525,-8,-8,500,180,STAY
30,517,8,-8,500,180,STAY
38,509,8,-8,500,180,STAY
46,501,8,-8,500,180,STAY
54,493,8,-8,500,180,STAY
62,485,8,-8,500,180,STAY
70,477,8,-8,500,180,STAY
78,469,8,-8,500,180,STAY
86,461,8,-8,500,180,STAY
94,453,8,-8,500,180,STAY
102,445,8,-8,500,180,STAY
110,437,8,-8,500,180,STAY
118,429,8,-8,500,180,STAY
126,421,8,-8,500,180,STAY
134,413,8,-8,500,180,STAY
142,405,8,-8,500,180,STAY
150,397,8,-8,500,180,STAY
158,389,8,-8,500,180,STAY
166,381,8,-8,500,180,DOWN
174,373,8,-8,500,187,DOWN
182,365,8,-8,500,194,DOWN
190,357,8,-8,500,201,DOWN
198,349,8,-8,500,208,DOWN
206,341,8,-8,500,215,DOWN
214,333,8,-8,500,222,DOWN
222,325,8,-8,500,229,DOWN
230,317,8,-8,500,236,DOWN
238,309,8,-8,493,243,STAY
246,301,8,-8,486,243,STAY
254,293,8,-8,479,243,STAY
262,285,8,-8,472,243,STAY
270,277,8,-8,465,243,STAY
278,269,8,-8,458,243,STAY
286,261,8,-8,451,243,UP
294,253,8,-8,444,236,UP
302,245,8,-8,437,229,UP
310,237,8,-8,430,222,UP
318,229,8,-8,423,215,UP
326,221,8,-8,416,208,UP
334,213,8,-8,409,201,UP
342,205,8,-8,402,194,UP
350,197,8,-8,395,187,UP
358,189,8,-8,388,180,UP
366,181,8,-8,381,173,UP
374,173,8,-8,374,166,UP
382,165,8,-8,367,159,UP
390,157,8,-8,360,152,UP
398,149,8,-8,353,145,UP
406,141,8,-8,346,138,UP
414,133,8,-8,339,131,UP
422,125,8,-8,332,124,UP
430,117,8,-8,325,117,UP
438,109,8,-8,318,110,UP
446,101,8,-8,311,103,UP
454,93,8,-8,304,96,UP
462,85,8,-8,297,89,UP
470,77,8,-8,290,82,UP
478,69,8,-8,283,75,STAY
486,61,8,-8,276,75,STAY
494,53,8,-8,269,75,STAY
502,45,8,-8,262,75,STAY
510,37,8,-8,255,75,STAY
518,29,8,-8,248,75,STAY
526,21,8,-8,241,75,STAY
534,13,8,-8,234,75,DOWN
542,5,8,-8,227,82,DOWN
550,-3,8,8,220,89,DOWN
558,5,8,8,213,96,DOWN
566,13,8,8,206,103,DOWN
574,21,8,8,199,110,DOWN
582,29,8,8,192,117,STAY
590,37,8,8,185,117,STAY
598,45,8,8,178,117,STAY
606,53,8,8,171,117,STAY
614,61,8,8,164,117,STAY
622,69,8,8,157,117,STAY
630,77,8,8,150,117,STAY
638,85,8,8,143,117,STAY
646,93,8,8,136,117,STAY
654,101,8,8,129,117,STAY
662,109,8,8,122,117,STAY
670,117,8,8,115,117,STAY
678,125,8,8,122,117,STAY
686,133,8,8,129,117,STAY
694,141,8,8,136,117,STAY
702,149,8,8,143,117,STAY
710,157,8,8,150,117,UP
718,165,8,8,157,110,UP
726,173,8,8,164,103,UP
734,181,8,8,171,96,UP
742,189,8,8,178,89,UP
750,197,8,8,185,82,UP
758,205,8,8,192,75,UP
766,213,8,8,199,68,UP
774,221,8,8,206,61,STAY
782,229,8,8,213,61,STAY
393,293,8,8,220,61,STAY
401,301,8,8,227,61,STAY
409,309,8,8,234,61,DOWN
417,317,8,8,241,68,DOWN
425,325,8,8,248,75,DOWN
433,333,8,8,255,82,DOWN
441,341,8,8,262,89,DOWN
449,349,8,8,269,96,DOWN
457,357,8,8,276,103,DOWN
465,365,8,8,283,110,DOWN
473,373,8,8,290,117,DOWN
481,381,8,8,297,124,DOWN
489,389,8,8,304,131,DOWN
497,397,8,8,311,138,STAY
505,405,8,8,318,138,STAY
513,413,8,8,325,138,STAY
521,421,8,8,332,138,STAY
529,429,8,8,339,138,STAY
537,437,8,8,346,138,STAY
545,445,8,8,353,138,STAY
553,453,8,8,360,138,STAY
561,461,8,8,367,138,STAY
569,469,8,8,374,138,STAY
577,477,8,8,381,138,STAY
585,485,8,8,388,138,STAY
593,493,8,8,395,138,STAY
601,501,8,8,402,138,STAY
609,509,8,8,409,138,DOWN
617,517,8,8,416,145,DOWN
625,525,8,8,423,152,DOWN
633,533,8,8,430,159,DOWN
641,541,8,8,437,166,DOWN
649,549,8,8,444,173,DOWN
657,557,8,8,451,180,DOWN
665,565,8,8,458,187,DOWN
673,573,8,8,465,194,DOWN
681,581,8,8,472,201,STAY
689,589,8,-8,479,201,STAY
697,581,8,-8,486,201,STAY
705,573,8,-8,493,201,STAY
713,565,8,-8,500,201,STAY
721,557,8,-8,500,201,STAY
729,549,8,-8,500,201,STAY
737,541,8,-8,500,201,STAY
745,533,8,-8,500,201,STAY
753,525,8,-8,500,201,STAY
761,517,8,-8,500,201,STAY
769,509,8,-8,500,201,STAY
777,501,8,-8,500,201,STAY
785,493,8,-8,500,201,STAY
